airport,isDTW,lat,long,flightsDTW,,,,,,,,,,isORD,isYYZ,isMSP,isYWG,name
MDT,0,40.1935005188,-76.7633972168,1,,,,,,,,,,0,0,0,0,Albany International Airport
MEM,0,35.0424003601,-89.9766998291,1,,,,,,,,,,0,0,0,0,Alicante International Airport
MHT,0,42.932598,-71.435699,1,,,,,,,,,,0,0,0,0,Alta Airport
MKE,0,42.9472007751,-87.8965988159,1,,,,,,,,,,0,0,0,0,Houari Boumediene Airport
MLI,0,41.4485015869,-90.5074996948,1,,,,,,,,,,0,0,0,0,Albany Airport
MQT,0,46.3535995483,-87.395401001,1,,,,,,,,,,0,0,0,0,Waterloo Regional Airport
MSN,0,43.1399002075,-89.3375015259,1,,,,,,,,,,0,0,0,0,San Luis Valley Regional Bergman Field
MSP,0,44.882,-93.221802,1,,,,,,,,,,0,0,0,0,Walla Walla Regional Airport
NAS,0,25.0389995575,-77.4662017822,1,,,,,,,,,,0,0,0,0,Rick Husband Amarillo International Airport
NGO,0,34.8583984375,136.8049926758,1,,,,,,,,,,0,0,0,0,Sardar Vallabhbhai Patel International Airport
NRT,0,35.7647018433,140.386001587,1,,,,,,,,,,0,0,0,0,Arba Minch Airport
OKC,0,35.3931007385,-97.6007003784,1,,,,,,,,,,0,0,0,0,Queen Alia International Airport
OMA,0,41.3032,-95.894096,1,,,,,,,,,,0,0,0,0,"Pattimura Airport, Ambon"
ORF,0,36.8945999146,-76.2012023926,1,,,,,,,,,,0,0,0,0,Amsterdam Airport Schiphol
PBI,0,26.6832008362,-80.0955963135,1,,,,,,,,,,0,0,0,0,Ted Stevens Anchorage International Airport
PIA,0,40.6641998291,-89.6932983398,1,,,,,,,,,,0,0,0,0,Cerro Moreno Airport
PIT,0,40.49150085,-80.23290253,1,,,,,,,,,,0,0,0,0,Angoulême-Brie-Champniers Airport
PLN,0,45.57089996,-84.79669952,1,,,,,,,,,,0,0,0,0,Aniak Airport
PUJ,0,18.5673999786,-68.3634033203,1,,,,,,,,,,0,0,0,0,Antsirabato Airport
PVD,0,41.7326011658,-71.4204025269,1,,,,,,,,,,0,0,0,0,Antwerp International Airport (Deurne)
RDU,0,35.8776016235,-78.7874984741,1,,,,,,,,,,0,0,0,0,Andahuaylas Airport
RIC,0,37.5051994324,-77.3197021484,1,,,,,,,,,,0,0,0,0,V.C. Bird International Airport
ROA,0,37.3255,-79.975403,1,,,,,,,,,,0,0,0,0,Anvik Airport
ROC,0,43.1189002991,-77.6724014282,1,,,,,,,,,,0,0,0,0,Andøya Airport
SAT,0,29.533700943,-98.4698028564,1,,,,,,,,,,0,0,0,0,Anadolu Airport
SAV,0,32.12760162,-81.20210266,1,,,,,,,,,,0,0,0,0,Anshan Air Base
SBN,0,41.7086982727,-86.3172988892,1,,,,,,,,,,0,0,0,0,Ancona Falconara Airport
SCE,0,40.8493003845,-77.8487014771,1,,,,,,,,,,0,0,0,0,Aomori Airport
SDF,0,38.1744,-85.736,1,,,,,,,,,,0,0,0,0,Karpathos Airport
SEA,0,47.449001,-122.308998,1,,,,,,,,,,0,0,0,0,Altoona Blair County Airport
SFO,0,37.6189994812,-122.375,1,,,,,,,,,,0,0,0,0,Sultan Abdul Halim Airport
SJU,0,18.4393997192,-66.0018005371,1,,,,,,,,,,0,0,0,0,Naples Municipal Airport
SLC,0,40.7883987427,-111.9779968262,1,,,,,,,,,,0,0,0,0,Nampula Airport
SWF,0,41.5041007996,-74.1047973633,1,,,,,,,,,,0,0,0,0,Alpena County Regional Airport
SYR,0,43.1111984253,-76.106300354,1,,,,,,,,,,0,0,0,0,Antonio Roldan Betancourt Airport
TTN,0,40.2766990662,-74.8134994507,1,,,,,,,,,,0,0,0,0,Faleolo International Airport
TUL,0,36.1983985901,-95.8880996704,1,,,,,,,,,,0,0,0,0,Araraquara Airport
TVC,0,44.7414016724,-85.5821990967,1,,,,,,,,,,0,0,0,0,Anqing Tianzhushan Airport
TYS,0,35.81100082,-83.9940033,1,,,,,,,,,,0,0,0,0,Al Qaisumah/Hafr Al Batin Airport
XNA,0,36.281898,-94.306801,1,,,,,,,,,,0,0,0,0,Aqaba King Hussein International Airport
YOW,0,45.3224983215,-75.6691970825,1,,,,,,,,,,0,0,0,0,Rodríguez Ballón International Airport
AAE,0,36.822201,7.809174,0,,,,,,,,,,0,0,0,0,Arctic Village Airport
AAL,0,57.0927589138,9.8492431641,0,,,,,,,,,,0,0,0,0,Talagi Airport
AAN,0,24.2616996765,55.6091995239,0,,,,,,,,,,0,0,0,0,Chacalluta Airport
AAQ,0,45.0021018982,37.3473014832,0,,,,,,,,,,0,0,0,0,Arusha Airport
AAR,0,56.2999992371,10.6190004349,0,,,,,,,,,,0,0,0,0,Armidale Airport
AAX,0,-19.5631999969,-46.9603996277,0,,,,,,,,,,0,0,0,0,Stockholm-Arlanda Airport
AAY,0,16.1916999817,52.1749992371,0,,,,,,,,,,0,0,0,0,Watertown International Airport
ABA,0,53.7400016785,91.3850021362,0,,,,,,,,,,0,0,0,0,Araçatuba Airport
ABB,0,6.204167,6.665278,0,,,,,,,,,,0,0,0,0,Arad International Airport
ABD,0,30.371099472,48.2282981873,0,,,,,,,,,,0,0,0,0,Ashgabat Airport
ABI,0,32.4113006592,-99.6819000244,0,,,,,,,,,,0,0,0,0,Aspen-Pitkin Co/Sardy Field
ABJ,0,5.2613902092,-3.9262900352,0,,,,,,,,,,0,0,0,0,Astrakhan Airport
ABL,0,67.1063,-157.856989,0,,,,,,,,,,0,0,0,0,Amami Airport
ABM,0,-10.9508,142.459,0,,,,,,,,,,0,0,0,0,Asmara International Airport
ABQ,0,35.040199,-106.609001,0,,,,,,,,,,0,0,0,0,Asosa Airport
ABR,0,45.4491004944,-98.4217987061,0,,,,,,,,,,0,0,0,0,Alice Springs Airport
ABS,0,22.3759994507,31.611700058,0,,,,,,,,,,0,0,0,0,Kayseri Erkilet Airport
ABT,0,20.2961006165,41.6343002319,0,,,,,,,,,,0,0,0,0,Silvio Pettirossi International Airport
ABV,0,9.0067901611,7.2631697655,0,,,,,,,,,,0,0,0,0,Amboseli Airport
ABX,0,-36.0677986145,146.9579925537,0,,,,,,,,,,0,0,0,0,Aswan International Airport
ABY,0,31.5354995728,-84.1945037842,0,,,,,,,,,,0,0,0,0,Comandante FAP German Arias Graziani Airport
ABZ,0,57.2019004822,-2.1977798939,0,,,,,,,,,,0,0,0,0,Arthur's Town Airport
ACA,0,16.7570991516,-99.7539978027,0,,,,,,,,,,0,0,0,0,Uru Harbour Airport
ACC,0,5.6051898003,-0.1667860001,0,,,,,,,,,,0,0,0,0,Eleftherios Venizelos International Airport
ACE,0,28.945499,-13.6052,0,,,,,,,,,,0,0,0,0,Atqasuk Edward Burnell Sr Memorial Airport
ACH,0,47.4850006104,9.5607700348,0,,,,,,,,,,0,0,0,0,Hartsfield Jackson Atlanta International Airport
ACI,0,49.706104,-2.21472,0,,,,,,,,,,0,0,0,0,Altamira Airport
ACK,0,41.25310135,-70.06020355,0,,,,,,,,,,0,0,0,0,Sri Guru Ram Dass Jee International Airport
ACR,0,-0.5833,-72.4083,0,,,,,,,,,,0,0,0,0,Appleton International Airport
ACT,0,31.6112995148,-97.2304992676,0,,,,,,,,,,0,0,0,0,Watertown Regional Airport
ACV,0,40.978101,-124.109,0,,,,,,,,,,0,0,0,0,Assiut International Airport
ACX,0,25.0863888889,104.959444444,0,,,,,,,,,,0,0,0,0,Queen Beatrix International Airport
ACZ,0,31.0983009338,61.5438995361,0,,,,,,,,,,0,0,0,0,Santiago Perez Airport
ADA,0,36.9822006226,35.2803993225,0,,,,,,,,,,0,0,0,0,Augusta State Airport
ADB,0,38.2924003601,27.156999588,0,,,,,,,,,,0,0,0,0,Abu Dhabi International Airport
ADD,0,8.9778900147,38.7993011475,0,,,,,,,,,,0,0,0,0,Alakanuk Airport
ADE,0,12.8295001984,45.0288009644,0,,,,,,,,,,0,0,0,0,Hiva Oa-Atuona Airport
ADF,0,37.7313995361,38.4688987732,0,,,,,,,,,,0,0,0,0,Aurillac Airport
ADK,0,51.8779983521,-176.6459960938,0,,,,,,,,,,0,0,0,0,Austin Bergstrom International Airport
ADL,0,-34.945,138.531006,0,,,,,,,,,,0,0,0,0,Aurukun Airport
ADQ,0,57.75,-152.4940033,0,,,,,,,,,,0,0,0,0,Araguaína Airport
ADU,0,38.3256988525,48.4244003296,0,,,,,,,,,,0,0,0,0,Aneityum Airport
ADZ,0,12.5836,-81.7112,0,,,,,,,,,,0,0,0,0,Anshun Huangguoshu Airport
AEP,0,-34.5592,-58.4156,0,,,,,,,,,,0,0,0,0,Asheville Regional Airport
AER,0,43.449902,39.9566,0,,,,,,,,,,0,0,0,0,Avignon-Caumont Airport
AES,0,62.5625,6.119699955,0,,,,,,,,,,0,0,0,0,Wilkes Barre Scranton International Airport
AET,0,66.5518035889,-152.621994019,0,,,,,,,,,,0,0,0,0,Avalon Airport
AEX,0,31.3274002075,-92.5497970581,0,,,,,,,,,,0,0,0,0,Aniwa Airport
AEY,0,65.6600036621,-18.0727005005,0,,,,,,,,,,0,0,0,0,Ahwaz Airport
AFA,0,-34.588299,-68.4039,0,,,,,,,,,,0,0,0,0,Clayton J Lloyd International Airport
AFL,0,-9.8663892746,-56.1049995422,0,,,,,,,,,,0,0,0,0,Dimokritos Airport
AFZ,0,36.1680984497,57.595199585,0,,,,,,,,,,0,0,0,0,Ataq Airport
AGA,0,30.3250007629,-9.413069725,0,,,,,,,,,,0,0,0,0,El Eden Airport
AGB,0,48.425278,10.931667,0,,,,,,,,,,0,0,0,0,Spring Point Airport
AGF,0,44.1747016907,0.5905560255,0,,,,,,,,,,0,0,0,0,Arutua Airport
AGH,0,56.2961006165,12.8471002579,0,,,,,,,,,,0,0,0,0,Akita Airport
AGN,0,57.503601,-134.585007,0,,,,,,,,,,0,0,0,0,Axum Airport
AGP,0,36.6749000549,-4.4991102219,0,,,,,,,,,,0,0,0,0,Coronel FAP Alfredo Mendivil Duarte Airport
AGR,0,27.1557998657,77.960899353,0,,,,,,,,,,0,0,0,0,Ayers Rock Connellan Airport
AGS,0,33.3698997498,-81.9645004272,0,,,,,,,,,,0,0,0,0,Antalya International Airport
AGT,0,-25.454516,-54.842682,0,,,,,,,,,,0,0,0,0,Phoenix-Mesa-Gateway Airport
AGU,0,21.705601,-102.318001,0,,,,,,,,,,0,0,0,0,Shahid Sadooghi Airport
AGX,0,10.8236999512,72.1760025024,0,,,,,,,,,,0,0,0,0,Bateen Airport
AHB,0,18.2404003143,42.6566009521,0,,,,,,,,,,0,0,0,0,Andizhan Airport
AHE,0,-14.4280996323,-146.2570037842,0,,,,,,,,,,0,0,0,0,Kalamazoo Battle Creek International Airport
AHN,0,33.948600769,-83.3263015747,0,,,,,,,,,,0,0,0,0,Touat Cheikh Sidi Mohamed Belkebir Airport
AHO,0,40.632099,8.29077,0,,,,,,,,,,0,0,0,0,Samaná El Catey International Airport
AHU,0,35.1771011353,-3.8395199776,0,,,,,,,,,,0,0,0,0,Bahrain International Airport
AIA,0,42.0531997681,-102.804000854,0,,,,,,,,,,0,0,0,0,Batman Airport
AIN,0,70.6380004883,-159.994995117,0,,,,,,,,,,0,0,0,0,Ernesto Cortissoz International Airport
AIT,0,-18.8309001923,-159.7640075684,0,,,,,,,,,,0,0,0,0,Baotou Airport
AIU,0,-19.9678001404,-158.1190032959,0,,,,,,,,,,0,0,0,0,Barnaul Airport
AJA,0,41.9235992432,8.8029203415,0,,,,,,,,,,0,0,0,0,Tautii Magheraus Airport
AJF,0,29.7851009369,40.0999984741,0,,,,,,,,,,0,0,0,0,Barcelos Airport
AJI,0,39.6545410156,43.0259780884,0,,,,,,,,,,0,0,0,0,Balmaceda Airport
AJL,0,23.8405990601,92.6196975708,0,,,,,,,,,,0,0,0,0,Biju Patnaik Airport
AJR,0,65.5903015137,19.2819004059,0,,,,,,,,,,0,0,0,0,Kasane Airport
AJU,0,-10.984000206,-37.0703010559,0,,,,,,,,,,0,0,0,0,Bario Airport
AKB,0,52.22029877,-174.2059937,0,,,,,,,,,,0,0,0,0,Berbera Airport
AKF,0,24.1786994934,23.313999176,0,,,,,,,,,,0,0,0,0,Bacolod-Silay Airport
AKI,0,60.9029006958,-161.231002808,0,,,,,,,,,,0,0,0,0,Barcaldine Airport
AKJ,0,43.6707992554,142.4470062256,0,,,,,,,,,,0,0,0,0,Barcelona International Airport
AKK,0,56.9387016296,-154.182998657,0,,,,,,,,,,0,0,0,0,L.F. Wade International International Airport
AKL,0,-37.0080986023,174.792007446,0,,,,,,,,,,0,0,0,0,Bundaberg Airport
AKN,0,58.67679977,-156.6490021,0,,,,,,,,,,0,0,0,0,Bandar Lengeh Airport
AKP,0,68.13359833,-151.7429962,0,,,,,,,,,,0,0,0,0,Syamsudin Noor Airport
AKU,0,41.262501,80.291702,0,,,,,,,,,,0,0,0,0,Bradley International Airport
AKV,0,60.8185997009,-78.1485977173,0,,,,,,,,,,0,0,0,0,Husein Sastranegara International Airport
AKX,0,50.2458,57.206699,0,,,,,,,,,,0,0,0,0,Bhadrapur Airport
AKY,0,20.1326999664,92.8725967407,0,,,,,,,,,,0,0,0,0,Vadodara Airport
ALA,0,43.3521003723,77.0404968262,0,,,,,,,,,,0,0,0,0,Brindisi – Salento Airport
ALC,0,38.2821998596,-0.5581560135,0,,,,,,,,,,0,0,0,0,Bardufoss Airport
ALF,0,69.9760971069,23.3717002869,0,,,,,,,,,,0,0,0,0,Benbecula Airport
ALG,0,36.6910018921,3.2154099941,0,,,,,,,,,,0,0,0,0,Belgrade Nikola Tesla Airport
ALH,0,-34.9432983398,117.8089981079,0,,,,,,,,,,0,0,0,0,Kalimarau Airport
ALO,0,42.5570983887,-92.4002990723,0,,,,,,,,,,0,0,0,0,Val de Cans/Júlio Cezar Ribeiro International Airport
ALS,0,37.434898,-105.866997,0,,,,,,,,,,0,0,0,0,Benina International Airport
ALW,0,46.09489822,-118.288002,0,,,,,,,,,,0,0,0,0,Brest Bretagne Airport
AMA,0,35.219398,-101.706001,0,,,,,,,,,,0,0,0,0,Bethel Airport
AMD,0,23.0771999359,72.6346969604,0,,,,,,,,,,0,0,0,0,Bedourie Airport
AMH,0,6.0393900871,37.5904998779,0,,,,,,,,,,0,0,0,0,Beira Airport
AMM,0,31.7226009369,35.9931983948,0,,,,,,,,,,0,0,0,0,Beirut Rafic Hariri International Airport
AMQ,0,-3.7102599144,128.089004517,0,,,,,,,,,,0,0,0,0,Bradford Regional Airport
ANC,0,61.1744003296,-149.9960021973,0,,,,,,,,,,0,0,0,0,Western Neb. Rgnl/William B. Heilig Airport
ANF,0,-23.4444999695,-70.445098877,0,,,,,,,,,,0,0,0,0,Boeing Field King County International Airport
ANG,0,45.7291984558,0.2214560062,0,,,,,,,,,,0,0,0,0,Bijie Feixiong Airport
ANI,0,61.5816001892,-159.5429992676,0,,,,,,,,,,0,0,0,0,Meadows Field
ANM,0,-14.9994001389,50.3202018738,0,,,,,,,,,,0,0,0,0,Bram Fischer International Airport
ANR,0,51.1893997192,4.4602799416,0,,,,,,,,,,0,0,0,0,Belfast International Airport
ANS,0,-13.7063999176,-73.350402832,0,,,,,,,,,,0,0,0,0,Buri Ram Airport
ANU,0,17.1367,-61.792702,0,,,,,,,,,,0,0,0,0,Palonegro Airport
ANV,0,62.646702,-160.190994,0,,,,,,,,,,0,0,0,0,Bangui M'Poko International Airport
ANX,0,69.2925033569,16.1441993713,0,,,,,,,,,,0,0,0,0,Sir Grantley Adams International Airport
AOE,0,39.809898,30.5194,0,,,,,,,,,,0,0,0,0,Greater Binghamton/Edwin A Link field
AOG,0,41.105301,122.853996,0,,,,,,,,,,0,0,0,0,Bergen Airport Flesland
AOI,0,43.616299,13.3623,0,,,,,,,,,,0,0,0,0,Bangor International Airport
AOJ,0,40.7346992493,140.6909942627,0,,,,,,,,,,0,0,0,0,Baghdad International Airport
AOK,0,35.4213981628,27.1459999084,0,,,,,,,,,,0,0,0,0,Il Caravaggio International Airport
AOO,0,40.29639816,-78.31999969,0,,,,,,,,,,0,0,0,0,Hancock County-Bar Harbor Airport
AOR,0,6.1896700859,100.3980026245,0,,,,,,,,,,0,0,0,0,George Best Belfast City Airport
APF,0,26.1525993347,-81.7752990723,0,,,,,,,,,,0,0,0,0,Woodbourne Airport
APL,0,-15.1056003571,39.2817993164,0,,,,,,,,,,0,0,0,0,Bisha Airport
APO,0,7.81196,-76.7164,0,,,,,,,,,,0,0,0,0,Comandante Espora Airport
APW,0,-13.8299999237,-172.0079956055,0,,,,,,,,,,0,0,0,0,Bhuj Airport
AQA,0,-21.8120002747,-48.1329994202,0,,,,,,,,,,0,0,0,0,Bukhara Airport
AQG,0,30.582199,117.050003,0,,,,,,,,,,0,0,0,0,Birmingham-Shuttlesworth International Airport
AQI,0,28.335199,46.125099,0,,,,,,,,,,0,0,0,0,Raja Bhoj International Airport
AQJ,0,29.6116008759,35.0181007385,0,,,,,,,,,,0,0,0,0,Broken Hill Airport
AQP,0,-16.3411006927,-71.5830993652,0,,,,,,,,,,0,0,0,0,Bharatpur Airport
ARC,0,68.1147,-145.578995,0,,,,,,,,,,0,0,0,0,Bathurst Airport
ARH,0,64.6003036499,40.7167015076,0,,,,,,,,,,0,0,0,0,Bhavnagar Airport
ARI,0,-18.348499,-70.338699,0,,,,,,,,,,0,0,0,0,Bahawalpur Airport
ARK,0,-3.3677899837,36.6333007813,0,,,,,,,,,,0,0,0,0,Birmingham International Airport
ARM,0,-30.5280990601,151.617004395,0,,,,,,,,,,0,0,0,0,Beihai Airport
ARN,0,59.6519012451,17.9186000824,0,,,,,,,,,,0,0,0,0,Bastia-Poretta Airport
ART,0,43.9919013977,-76.021697998,0,,,,,,,,,,0,0,0,0,Frans Kaisiepo Airport
ARU,0,-21.1413002014,-50.4247016907,0,,,,,,,,,,0,0,0,0,Billings Logan International Airport
ARW,0,46.1766014099,21.2619991302,0,,,,,,,,,,0,0,0,0,South Bimini Airport
ASB,0,37.9868011475,58.361000061,0,,,,,,,,,,0,0,0,0,Bilbao Airport
ASE,0,39.22320175,-106.8690033,0,,,,,,,,,,0,0,0,0,Biarritz-Anglet-Bayonne Airport
ASF,0,46.2832984924,48.0063018799,0,,,,,,,,,,0,0,0,0,Biratnagar Airport
ASJ,0,28.4305992126,129.7129974365,0,,,,,,,,,,0,0,0,0,Bismarck Municipal Airport
ASM,0,15.2918996811,38.9107017517,0,,,,,,,,,,0,0,0,0,Soummam Airport
