"X1","X2","X3","status","formatted_address","index","lat","long","accuracy"
NA,NA,NA,"OK","Fanxian, Puyang, Henan, China",87,35.851906,115.504201,"political"
NA,NA,NA,"OK","Taiqian, Puyang, Henan, China",88,35.96939,115.871906,"political"
NA,NA,NA,"OK","Puyang, Henan, China",89,35.712193,115.029078,"political"
NA,NA,NA,"OK","Weidu, Xuchang, Henan, China",90,34.025341,113.822647,"political"
NA,NA,NA,"OK","Xuchang, Henan, China",91,34.12466,113.822983,"political"
NA,NA,NA,"OK","Yanling, Xuchang, Henan, China",92,34.102332,114.177399,"political"
NA,NA,NA,"OK","Xiangcheng, Xuchang, Henan, China",93,33.846369,113.482453,"political"
NA,NA,NA,"OK","Yuzhou, Xuchang, Henan, China",94,34.140701,113.488478,"political"
NA,NA,NA,"OK","Changge, Xuchang, Henan, China",95,34.194135,113.819888,"political"
NA,NA,NA,"OK","Yuanhui, Luohe, Henan, China",96,33.565441,114.017948,"political"
NA,NA,NA,"OK","Yancheng, Luohe, Henan, China",97,33.587409,114.006943,"political"
NA,NA,NA,"OK","Shaoling, Luohe, Henan, China",98,33.586565,114.093902,"political"
NA,NA,NA,"OK","Wuyang, Luohe, Henan, China",99,33.437877,113.609286,"political"
NA,NA,NA,"OK","Linying, Luohe, Henan, China",100,33.828042,113.931261,"political"
NA,NA,NA,"OK","Hubin, Sanmenxia, Henan, China",101,34.770885,111.188397,"political"
NA,NA,NA,"OK","Shanzhou, Sanmenxia, Henan, China",102,34.720547,111.103563,"political"
NA,NA,NA,"OK","Mianchi, Sanmenxia, Henan, China",103,34.767951,111.761797,"political"
NA,NA,NA,"OK","Lushi, Sanmenxia, Henan, China",104,34.054324,111.047858,"political"
NA,NA,NA,"OK","Yima, Sanmenxia, Henan, China",105,34.7474,111.87448,"political"
NA,NA,NA,"OK","Lingbao, Sanmenxia, Henan, China",106,34.516828,110.89422,"political"
NA,NA,NA,"OK","Wancheng, Nanyang, Henan, China",107,33.003784,112.539558,"political"
NA,NA,NA,"OK","Wolong, Nanyang, Henan, China",108,32.989877,112.528789,"political"
NA,NA,NA,"OK","Nanzhao, Nanyang, Henan, China",109,33.489877,112.429133,"political"
NA,NA,NA,"OK","Fangcheng, Nanyang, Henan, China",110,33.254391,113.012494,"political"
NA,NA,NA,"OK","Xixia, Nanyang, Henan, China",111,33.298364,111.482591,"political"
NA,NA,NA,"OK","Zhenping, Nanyang, Henan, China",112,33.034111,112.234697,"political"
NA,NA,NA,"OK","Neixiang, Nanyang, Henan, China",113,33.044864,111.849392,"political"
NA,NA,NA,"OK","Xichuan, Nanyang, Henan, China",114,33.13782,111.490964,"political"
NA,NA,NA,"OK","Sheqi, Nanyang, Henan, China",115,33.056109,112.948245,"political"
NA,NA,NA,"OK","Tanghe, Nanyang, Henan, China",116,32.697086,112.840602,"political"
NA,NA,NA,"OK","Xinye, Nanyang, Henan, China",117,32.520805,112.360026,"political"
NA,NA,NA,"OK","Tongbai, Nanyang, Henan, China",118,32.367401,113.406491,"political"
NA,NA,NA,"OK","Dengzhou, Nanyang, Henan, China",119,32.687733,112.087455,"political"
NA,NA,NA,"OK","Liangyuan, Shangqiu, Henan, China",120,34.443893,115.613965,"political"
NA,NA,NA,"OK","Suiyang, Shangqiu, Henan, China",121,34.388389,115.653302,"political"
NA,NA,NA,"OK","Minquan, Shangqiu, Henan, China",122,34.647758,115.179594,"political"
NA,NA,NA,"OK","Suixian, Shangqiu, Henan, China",123,34.445655,115.071879,"political"
NA,NA,NA,"OK","Ningling, Shangqiu, Henan, China",124,34.460231,115.313737,"political"
NA,NA,NA,"OK","Zhecheng, Shangqiu, Henan, China",125,34.091082,115.305708,"political"
NA,NA,NA,"OK","Yucheng, Shangqiu, Henan, China",126,34.402512,115.840511,"political"
NA,NA,NA,"OK","Xiayi, Shangqiu, Henan, China",127,34.237553,116.131447,"political"
NA,NA,NA,"OK","Yongcheng, Shangqiu, Henan, China",128,33.929291,116.4495,"political"
NA,NA,NA,"OK","Shihe, Xinyang, Henan, China",129,32.116803,114.058713,"political"
NA,NA,NA,"OK","Pingqiao, Xinyang, Henan, China",130,32.101031,114.125656,"political"
NA,NA,NA,"OK","Luoshan, Xinyang, Henan, China",131,32.203072,114.513012,"political"
NA,NA,NA,"OK","Guangshan, Xinyang, Henan, China",132,32.009995,114.91925,"political"
NA,NA,NA,"OK","Xinxian, Xinyang, Henan, China",133,31.643918,114.879239,"political"
NA,NA,NA,"OK","Shangcheng, Xinyang, Henan, China",134,31.798377,115.406862,"political"
NA,NA,NA,"OK","Gushi, Xinyang, Henan, China",135,32.168137,115.654481,"political"
NA,NA,NA,"OK","Huangchuan, Xinyang, Henan, China",136,32.131522,115.051908,"political"
NA,NA,NA,"OK","Huaibin, Xinyang, Henan, China",137,32.473258,115.419537,"political"
NA,NA,NA,"OK","Xixian, Xinyang, Henan, China",138,32.342792,114.740456,"political"
NA,NA,NA,"OK","Chuanhui, Zhoukou, Henan, China",139,33.647598,114.650628,"political"
NA,NA,NA,"OK","Fugou, Zhoukou, Henan, China",140,34.059968,114.394821,"political"
NA,NA,NA,"OK","Xihua, Zhoukou, Henan, China",141,33.767407,114.529756,"political"
NA,NA,NA,"OK","Shangshui, Zhoukou, Henan, China",142,33.542138,114.611651,"political"
NA,NA,NA,"OK","Shenqiu, Zhoukou, Henan, China",143,33.409368,115.098583,"political"
NA,NA,NA,"OK","Dancheng, Zhoukou, Henan, China",144,33.644743,115.177188,"political"
NA,NA,NA,"OK","Huaiyang, Zhoukou, Henan, China",145,33.731561,114.886153,"political"
NA,NA,NA,"OK","Taikang, Zhoukou, Henan, China",146,34.064463,114.837888,"political"
NA,NA,NA,"OK","Luyi, Zhoukou, Henan, China",147,33.86,115.484454,"political"
NA,NA,NA,"OK","Xiangcheng, Zhoukou, Henan, China",148,33.465838,114.875333,"political"
NA,NA,NA,"OK","Yicheng, Zhumadian, Henan, China",149,32.973054,113.993914,"political"
NA,NA,NA,"OK","Xiping, Zhumadian, Henan, China",150,33.387684,114.021538,"political"
NA,NA,NA,"OK","Shangcai, Zhumadian, Henan, China",151,33.262439,114.264381,"political"
NA,NA,NA,"OK","Pingyu, Zhumadian, Henan, China",152,32.96271,114.619159,"political"
NA,NA,NA,"OK","Zhengyang, Zhumadian, Henan, China",153,32.605697,114.392773,"political"
NA,NA,NA,"OK","Queshan, Zhumadian, Henan, China",154,32.802064,114.026429,"political"
NA,NA,NA,"OK","Biyang, Zhumadian, Henan, China",155,32.723975,113.327144,"political"
NA,NA,NA,"OK","Runan, Zhumadian, Henan, China",156,33.006729,114.362379,"political"
NA,NA,NA,"OK","Suiping, Zhumadian, Henan, China",157,33.145649,114.013182,"political"
NA,NA,NA,"OK","Xincai, Zhumadian, Henan, China",158,32.744896,114.96547,"political"
NA,NA,NA,"OK","Jiyuan, Henan, China",159,35.067243,112.601918,"political"
NA,NA,NA,"OK","Jiang'an, Wuhan, Hubei, China",160,30.600064,114.309091,"political"
NA,NA,NA,"OK","Jianghan, Wuhan, Hubei, China",161,30.60143,114.27087,"political"
NA,NA,NA,"OK","Qiaokou, Wuhan, Hubei, China",162,30.582202,114.21492,"political"
NA,NA,NA,"OK","Hanyang, Wuhan, Hubei, China",163,30.553985,114.218608,"political"
NA,NA,NA,"OK","Wuchang, Wuhan, Hubei, China",164,30.554299,114.316513,"political"
NA,NA,NA,"OK","Qingshan, Wuhan, Hubei, China",165,30.63963,114.385538,"political"
NA,NA,NA,"OK","Hongshan, Wuhan, Hubei, China",166,30.500247,114.343796,"political"
NA,NA,NA,"OK","Dongxihu, Wuhan, Hubei, China",167,30.620019,114.136886,"political"
NA,NA,NA,"OK","Hannan, Wuhan, Hubei, China",168,30.308775,114.084554,"political"
NA,NA,NA,"OK","Caidian, Wuhan, Hubei, China",169,30.582271,114.029327,"political"
NA,NA,NA,"OK","Jiangxia, Wuhan, Hubei, China",170,30.375552,114.320726,"political"
NA,NA,NA,"OK","Huangpi, Wuhan, Hubei, China",171,30.882557,114.375743,"political"
NA,NA,NA,"OK","Xinzhou, Wuhan, Hubei, China",172,30.841544,114.801106,"political"
NA,NA,NA,"OK","Huangshigang, Huangshi, Hubei, China",173,30.223003,115.065978,"political"
NA,NA,NA,"OK","Xisaishan, Huangshi, Hubei, China",174,30.204924,115.109955,"political"
NA,NA,NA,"OK","Xialu, Huangshi, Hubei, China",175,30.173912,114.961327,"political"
NA,NA,NA,"OK","Tieshan, Huangshi, Hubei, China",176,30.206592,114.901412,"political"
NA,NA,NA,"OK","Yangxin, Huangshi, Hubei, China",177,29.830257,115.215227,"political"
NA,NA,NA,"OK","Daye, Huangshi, Hubei, China",178,30.095643,114.979875,"political"
NA,NA,NA,"OK","Maojian, Shiyan, Hubei, China",179,32.591904,110.813719,"political"
NA,NA,NA,"OK","Zhangwan, Shiyan, Hubei, China",180,32.652297,110.769132,"political"
NA,NA,NA,"OK","Yunyang, Shiyan, Hubei, China",181,32.834775,110.81205,"political"
NA,NA,NA,"OK","Yunxi, Shiyan, Hubei, China",182,32.993182,110.425983,"political"
NA,NA,NA,"OK","Zhushan, Shiyan, Hubei, China",183,32.224808,110.228747,"political"
NA,NA,NA,"OK","Zhuxi, Shiyan, Hubei, China",184,32.318255,109.715304,"political"
NA,NA,NA,"OK","Fangxian, Shiyan, Hubei, China",185,32.055542,110.741092,"political"
NA,NA,NA,"OK","Danjiangkou, Shiyan, Hubei, China",186,32.540157,111.513127,"political"
NA,NA,NA,"OK","Xiling, Yichang, Hubei, China",187,30.710782,111.285646,"political"
NA,NA,NA,"OK","Wujiagang, Yichang, Hubei, China",188,30.644334,111.361037,"political"
NA,NA,NA,"OK","Dianjun, Yichang, Hubei, China",189,30.693247,111.268119,"political"
NA,NA,NA,"OK","Xiaoting, Yichang, Hubei, China",190,30.530903,111.43462,"political"
NA,NA,NA,"OK","Yiling, Yichang, Hubei, China",191,30.770005,111.32638,"political"
NA,NA,NA,"OK","Yuan'an, Yichang, Hubei, China",192,31.060869,111.640508,"political"
NA,NA,NA,"OK","Xingshan, Yichang, Hubei, China",193,31.348196,110.746804,"political"
NA,NA,NA,"OK","Zigui, Yichang, Hubei, China",194,30.825897,110.977711,"political"
NA,NA,NA,"OK","Changyang, Yichang, Hubei, China",195,30.467146,111.198731,"political"
NA,NA,NA,"OK","Wufeng, Yichang, Hubei, China",196,30.199688,110.674706,"political"
NA,NA,NA,"OK","Yidu, Yichang, Hubei, China",197,30.378326,111.450006,"political"
NA,NA,NA,"OK","Dangyang, Yichang, Hubei, China",198,30.821266,111.788312,"political"
NA,NA,NA,"OK","Zhijiang, Yichang, Hubei, China",199,30.42594,111.76053,"political"
NA,NA,NA,"OK","Xiangcheng, Xiangyang, Hubei, China",200,32.010366,112.134052,"political"
NA,NA,NA,"OK","Fancheng, Xiangyang, Hubei, China",201,32.044833,112.135684,"political"
NA,NA,NA,"OK","Xiangzhou, Xiangyang, Hubei, China",202,32.087127,112.211982,"political"
NA,NA,NA,"OK","Nanzhang, Xiangyang, Hubei, China",203,31.774635,111.838905,"political"
NA,NA,NA,"OK","Gucheng, Xiangyang, Hubei, China",204,32.263849,111.652982,"political"
NA,NA,NA,"OK","Baokang, Xiangyang, Hubei, China",205,31.87831,111.261308,"political"
NA,NA,NA,"OK","Laohekou, Xiangyang, Hubei, China",206,32.359068,111.683861,"political"
NA,NA,NA,"OK","Zaoyang, Xiangyang, Hubei, China",207,32.128818,112.771959,"political"
NA,NA,NA,"OK","Yicheng, Xiangyang, Hubei, China",208,31.719806,112.257788,"political"
NA,NA,NA,"OK","Liangzihu, Ezhou, Hubei, China",209,30.100141,114.684731,"political"
NA,NA,NA,"OK","Huarong, Ezhou, Hubei, China",210,30.534309,114.729878,"political"
NA,NA,NA,"OK","Echeng, Ezhou, Hubei, China",211,30.400572,114.891614,"political"
NA,NA,NA,"OK","Dongbao, Jingmen, Hubei, China",212,31.051852,112.201493,"political"
NA,NA,NA,"OK","Duodao, Jingmen, Hubei, China",213,30.97343,112.207832,"political"
NA,NA,NA,"OK","Jingshan, Jingmen, Hubei, China",214,31.018457,113.119566,"political"
NA,NA,NA,"OK","Shayang, Jingmen, Hubei, China",215,30.709221,112.588581,"political"
NA,NA,NA,"OK","Zhongxiang, Jingmen, Hubei, China",216,31.16782,112.58812,"political"
NA,NA,NA,"OK","Xiaonan, Xiaogan, Hubei, China",217,30.916874,113.910958,"political"
NA,NA,NA,"OK","Xiaochang, Xiaogan, Hubei, China",218,31.258159,113.998009,"political"
NA,NA,NA,"OK","Dawu, Xiaogan, Hubei, China",219,31.561164,114.127022,"political"
NA,NA,NA,"OK","Yunmeng, Xiaogan, Hubei, China",220,31.020983,113.753554,"political"
NA,NA,NA,"OK","Yingcheng, Xiaogan, Hubei, China",221,30.92837,113.572707,"political"
NA,NA,NA,"OK","Anlu, Xiaogan, Hubei, China",222,31.25561,113.688941,"political"
NA,NA,NA,"OK","Hanchuan, Xiaogan, Hubei, China",223,30.661243,113.839149,"political"
NA,NA,NA,"OK","Shashi, Jingzhou, Hubei, China",224,30.311056,112.255583,"political"
NA,NA,NA,"OK","Jingzhou, Hubei, China",225,30.335237,112.239631,"locality"
NA,NA,NA,"OK","Gong'an, Jingzhou, Hubei, China",226,30.058336,112.229648,"political"
NA,NA,NA,"OK","Jianli, Jingzhou, Hubei, China",227,29.811574,112.897464,"political"
NA,NA,NA,"OK","Jiangling, Jingzhou, Hubei, China",228,30.041822,112.424664,"political"
NA,NA,NA,"OK","Shishou, Jingzhou, Hubei, China",229,29.720938,112.425454,"political"
NA,NA,NA,"OK","Honghu, Jingzhou, Hubei, China",230,29.826916,113.475801,"locality"
NA,NA,NA,"OK","Songzi, Jingzhou, Hubei, China",231,30.174529,111.756781,"political"
NA,NA,NA,"OK","Huangzhou, Huanggang, Hubei, China",232,30.434049,114.879398,"political"
NA,NA,NA,"OK","Tuanfeng, Huanggang, Hubei, China",233,30.643569,114.872191,"political"
NA,NA,NA,"OK","Hong'an, Huanggang, Hubei, China",234,31.288153,114.618236,"political"
NA,NA,NA,"OK","Luotian, Huanggang, Hubei, China",235,30.78429,115.399222,"political"
NA,NA,NA,"OK","Yingshan, Huanggang, Hubei, China",236,30.734958,115.681258,"political"
NA,NA,NA,"OK","Xishui, Huanggang, Hubei, China",237,30.451867,115.265535,"political"
NA,NA,NA,"OK","Qichun, Huanggang, Hubei, China",238,30.225964,115.437007,"political"
NA,NA,NA,"OK","Huangmei, Huanggang, Hubei, China",239,30.070453,115.944218,"political"
NA,NA,NA,"OK","Macheng, Huanggang, Hubei, China",240,31.172739,115.008163,"political"
NA,NA,NA,"OK","Wuxue, Huanggang, Hubei, China",241,29.844107,115.561217,"political"
NA,NA,NA,"OK","Xian'an, Xianning, Hubei, China",242,29.852891,114.298711,"political"
NA,NA,NA,"OK","Jiayu, Xianning, Hubei, China",243,29.970737,113.939277,"political"
NA,NA,NA,"OK","Tongcheng, Xianning, Hubei, China",244,29.245269,113.816966,"political"
NA,NA,NA,"OK","Chongyang, Xianning, Hubei, China",245,29.555605,114.039828,"political"
NA,NA,NA,"OK","Tongshan, Xianning, Hubei, China",246,29.605376,114.482606,"political"
NA,NA,NA,"OK","Chibi, Xianning, Hubei, China",247,29.724692,113.900628,"political"
NA,NA,NA,"OK","Zengdou, Suizhou, Hubei, China",248,31.71628,113.37112,"political"
NA,NA,NA,"OK","Suixian, Suizhou, Hubei, China",249,31.853833,113.299528,"political"
NA,NA,NA,"OK","Guangshui, Suizhou, Hubei, China",250,31.616853,113.825889,"political"
NA,NA,NA,"OK","Enshi, Hubei, China",251,30.272156,109.488172,"locality"
NA,NA,NA,"OK","Lichuan, Enshi, Hubei, China",252,30.290996,108.936375,"political"
NA,NA,NA,"OK","Jianshi, Enshi, Hubei, China",253,30.601555,109.726667,"political"
NA,NA,NA,"OK","Badong, Enshi, Hubei, China",254,31.042324,110.340756,"political"
NA,NA,NA,"OK","Xuan'en, Enshi, Hubei, China",255,29.986899,109.491485,"political"
NA,NA,NA,"OK","Xianfeng, Enshi, Hubei, China",256,29.665202,109.139726,"political"
NA,NA,NA,"OK","Laifeng, Enshi, Hubei, China",257,29.493484,109.407828,"political"
NA,NA,NA,"OK","Hefeng, Enshi, Hubei, China",258,29.890171,110.033662,"political"
NA,NA,NA,"OK","Xiantao, Hubei, China",259,30.360882,113.423482,"political"
NA,NA,NA,"OK","Qianjiang, Hubei, China",260,30.402167,112.899762,"political"
NA,NA,NA,"OK","Tianmen, Hubei, China",261,30.653061,113.165862,"political"
NA,NA,NA,"OK","Shennongjia, Hubei, China",262,31.743483,110.680447,"political"
NA,NA,NA,"OK","Furong, Changsha, Hunan, China",263,28.185386,113.032539,"political"
NA,NA,NA,"OK","Tianxin, Changsha, Hunan, China",264,28.112525,112.989854,"political"
NA,NA,NA,"OK","Yuelu, Changsha, Hunan, China",265,28.235193,112.931374,"political"
NA,NA,NA,"OK","Kaifu, Changsha, Hunan, China",266,28.257268,112.985545,"political"
NA,NA,NA,"OK","Yuhua, Changsha, Hunan, China",267,28.13771,113.038017,"political"
NA,NA,NA,"OK","Wangcheng, Changsha, Hunan, China",268,28.353912,112.833836,"political"
NA,NA,NA,"OK","Changsha, Hunan, China",269,28.24615,113.08081,"political"
NA,NA,NA,"OK","Ningxiang, Changsha, Hunan, China",270,28.277482,112.551885,"political"
NA,NA,NA,"OK","Liuyang, Changsha, Hunan, China",271,28.162833,113.643076,"political"
NA,NA,NA,"OK","Hetang, Zhuzhou, Hunan, China",272,27.855928,113.173487,"political"
NA,NA,NA,"OK","Lusong, Zhuzhou, Hunan, China",273,27.78507,113.152724,"political"
NA,NA,NA,"OK","Shifeng, Zhuzhou, Hunan, China",274,27.875445,113.117731,"political"
NA,NA,NA,"OK","Tianyuan, Zhuzhou, Hunan, China",275,27.826866,113.082216,"political"
NA,NA,NA,"OK","Zhuzhou, Hunan, China",276,27.699234,113.143921,"political"
NA,NA,NA,"OK","Youxian, Zhuzhou, Hunan, China",277,27.014583,113.396385,"political"
NA,NA,NA,"OK","Chaling, Zhuzhou, Hunan, China",278,26.777521,113.539094,"political"
NA,NA,NA,"OK","Yanling, Zhuzhou, Hunan, China",279,26.489902,113.772655,"political"
NA,NA,NA,"OK","Liling, Zhuzhou, Hunan, China",280,27.646096,113.496999,"political"
NA,NA,NA,"OK","Yuhu, Xiangtan, Hunan, China",281,27.856325,112.907162,"political"
NA,NA,NA,"OK","Yuetang, Xiangtan, Hunan, China",282,27.872028,112.969479,"political"
NA,NA,NA,"OK","Xiangtan, Hunan, China",283,27.778958,112.950831,"political"
NA,NA,NA,"OK","Xiangxiang, Xiangtan, Hunan, China",284,27.734109,112.535036,"political"
NA,NA,NA,"OK","Shaoshan, Xiangtan, Hunan, China",285,27.915008,112.52667,"political"
NA,NA,NA,"OK","Zhuhui, Hengyang, Hunan, China",286,26.894765,112.620209,"political"
NA,NA,NA,"OK","Yanfeng, Hengyang, Hunan, China",287,26.888665,112.616612,"political"
NA,NA,NA,"OK","Shigu, Hengyang, Hunan, China",288,26.943755,112.597992,"political"
NA,NA,NA,"OK","Zhengxiang, Hengyang, Hunan, China",289,26.911413,112.566996,"political"
NA,NA,NA,"OK","Nanyue, Hengyang, Hunan, China",290,27.232443,112.738604,"political"
NA,NA,NA,"OK","Hengyang, Hunan, China",291,26.969577,112.370546,"political"
NA,NA,NA,"OK","Hengnan, Hengyang, Hunan, China",292,26.738247,112.677877,"political"
